text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
"at the summit of mount fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",Accomplishment,2020-04-15 05:30:00,FujiSummitAchiever,Facebook, #Accomplishment #SunriseHues ,28.0,55.0,Japan,2020,4,15,5,"['at', 'the', 'summit', 'of', 'mount', 'fuji', 'a', 'breathtaking', 'sunrise', 'that', 'paints', 'the', 'sky', 'with', 'hues', 'of', 'accomplishment']",17
"exploring the ancient ruins of angkor wat, each stone whispering stories of khmer civilization.",Exploration,2016-11-22 13:00:00,AngkorWatAdventurer,Instagram, #Exploration #KhmerStories ,20.0,40.0,Cambodia,2016,11,22,13,"['exploring', 'the', 'ancient', 'ruins', 'of', 'angkor', 'wat', 'each', 'stone', 'whispering', 'stories', 'of', 'khmer', 'civilization']",14
"skiing down the slopes of the swiss alps, each turn a dance with the majesty of snow-capped peaks.",Adventure,2019-01-10 14:45:00,AlpsSkiAdventurer,Twitter, #Adventure #SnowPeakDance ,22.0,45.0,Switzerland,2019,1,10,14,"['skiing', 'down', 'the', 'slopes', 'of', 'the', 'swiss', 'alps', 'each', 'turn', 'a', 'dance', 'with', 'the', 'majesty', 'of', 'snowcapped', 'peaks']",18
"in the tranquility of kyoto's bamboo forest, whispers of ancient zen wisdom echo through the groves.",Tranquility,2023-02-28 16:20:00,KyotoBambooSeeker,Facebook, #Tranquility #ZenWisdom ,25.0,50.0,Japan,2023,2,28,16,"['in', 'the', 'tranquility', 'of', 'kyotos', 'bamboo', 'forest', 'whispers', 'of', 'ancient', 'zen', 'wisdom', 'echo', 'through', 'the', 'groves']",16
"cruising the fjords of norway, each icy landscape a breathtaking masterpiece of nature's grandeur.",Grandeur,2018-05-28 18:30:00,NorwayFjordExplorer,Instagram, #Grandeur #IcyMasterpiece ,22.0,45.0,Norway,2018,5,28,18,"['cruising', 'the', 'fjords', 'of', 'norway', 'each', 'icy', 'landscape', 'a', 'breathtaking', 'masterpiece', 'of', 'natures', 'grandeur']",14
"at the front row of adele's concert, each note of 'someone like you' resonates with soul-stirring emotion.",Emotion,2022-09-15 20:00:00,AdeleConcertGoer,Instagram, #Emotion #AdeleConcert ,40.0,80.0,USA,2022,9,15,20,"['at', 'the', 'front', 'row', 'of', 'adeles', 'concert', 'each', 'note', 'of', 'someone', 'like', 'you', 'resonates', 'with', 'soulstirring', 'emotion']",17
"dancing under the stars at beyoncé's live show, feeling the power of 'single ladies' in every move.",Energy,2019-07-28 21:30:00,BeyonceDancer,Twitter, #Energy #BeyonceConcert ,35.0,70.0,USA,2019,7,28,21,"['dancing', 'under', 'the', 'stars', 'at', 'beyoncés', 'live', 'show', 'feeling', 'the', 'power', 'of', 'single', 'ladies', 'in', 'every', 'move']",17
"in the crowd of a taylor swift concert, the lyrics of 'love story' create an enchanting fairy tale.",Enchantment,2021-05-10 19:45:00,SwiftieDreamer,Facebook, #Enchantment #TaylorSwift ,30.0,60.0,USA,2021,5,10,19,"['in', 'the', 'crowd', 'of', 'a', 'taylor', 'swift', 'concert', 'the', 'lyrics', 'of', 'love', 'story', 'create', 'an', 'enchanting', 'fairy', 'tale']",18
"rocking out to the guitar solos at a queen tribute concert, a journey back in time with freddie's spirit.",Nostalgia,2018-12-02 22:15:00,QueenTributeFan,Instagram, #Nostalgia #QueenTribute ,22.0,45.0,UK,2018,12,2,22,"['rocking', 'out', 'to', 'the', 'guitar', 'solos', 'at', 'a', 'queen', 'tribute', 'concert', 'a', 'journey', 'back', 'in', 'time', 'with', 'freddies', 'spirit']",19
"swaying to ed sheeran's acoustic melodies, a serene evening filled with 'perfect' moments.",Serenity,2020-08-18 19:00:00,SheeranMelodyLover,Twitter, #Serenity #EdSheeranConcert ,18.0,35.0,UK,2020,8,18,19,"['swaying', 'to', 'ed', 'sheerans', 'acoustic', 'melodies', 'a', 'serene', 'evening', 'filled', 'with', 'perfect', 'moments']",13
"immersed in the pulsating beats of a bruno mars concert, where 'uptown funk' becomes a city of joy.",Joy,2017-03-28 20:30:00,MarsJoyExplorer,Facebook, #Joy #BrunoMars ,28.0,55.0,USA,2017,3,28,20,"['immersed', 'in', 'the', 'pulsating', 'beats', 'of', 'a', 'bruno', 'mars', 'concert', 'where', 'uptown', 'funk', 'becomes', 'a', 'city', 'of', 'joy']",18
"at a michael jackson tribute show, moonwalking through the hits, a celebration of the king of pop.",Celebration,2022-01-15 21:15:00,MJTributeDancer,Instagram, #Celebration #MJTribute ,25.0,50.0,USA,2022,1,15,21,"['at', 'a', 'michael', 'jackson', 'tribute', 'show', 'moonwalking', 'through', 'the', 'hits', 'a', 'celebration', 'of', 'the', 'king', 'of', 'pop']",17
"swinging to the rhythms of a frank sinatra tribute, feeling the timeless charm of 'fly me to the moon'.",Charm,2019-06-10 18:45:00,SinatraCharmListener,Twitter, #Charm #SinatraTribute ,22.0,45.0,USA,2019,6,10,18,"['swinging', 'to', 'the', 'rhythms', 'of', 'a', 'frank', 'sinatra', 'tribute', 'feeling', 'the', 'timeless', 'charm', 'of', 'fly', 'me', 'to', 'the', 'moon']",19
"in the mosh pit of a metallica concert, the thunderous chords create a symphony of headbanging ecstasy.",Ecstasy,2023-03-20 22:30:00,MetallicaMoshWarrior,Facebook, #Ecstasy #MetallicaConcert ,35.0,70.0,USA,2023,3,20,22,"['in', 'the', 'mosh', 'pit', 'of', 'a', 'metallica', 'concert', 'the', 'thunderous', 'chords', 'create', 'a', 'symphony', 'of', 'headbanging', 'ecstasy']",17
"experiencing the magic of a coldplay concert, where 'fix you' becomes a beacon of hope in the night.",Hope,2016-11-28 19:00:00,ColdplayHopeSeeker,Instagram, #Hope #ColdplayMagic ,30.0,60.0,UK,2016,11,28,19,"['experiencing', 'the', 'magic', 'of', 'a', 'coldplay', 'concert', 'where', 'fix', 'you', 'becomes', 'a', 'beacon', 'of', 'hope', 'in', 'the', 'night']",18
"at a justin bieber concert, the infectious beats of 'baby' create a dance floor of unbridled enthusiasm.",Enthusiasm,2018-08-05 20:00:00,BieberDanceEnthusiast,Instagram, #Enthusiasm #JustinBieber ,40.0,80.0,Canada,2018,8,5,20,"['at', 'a', 'justin', 'bieber', 'concert', 'the', 'infectious', 'beats', 'of', 'baby', 'create', 'a', 'dance', 'floor', 'of', 'unbridled', 'enthusiasm']",17
"in the spotlight at a lady gaga show, each costume change is a metamorphosis of creativity and artistry.",Creativity,2021-04-15 21:30:00,GagaArtisticChameleon,Twitter, #Creativity #LadyGaga ,35.0,70.0,USA,2021,4,15,21,"['in', 'the', 'spotlight', 'at', 'a', 'lady', 'gaga', 'show', 'each', 'costume', 'change', 'is', 'a', 'metamorphosis', 'of', 'creativity', 'and', 'artistry']",18
"immersed in the soulful melodies of adele, tears flow freely, moved by the emotion of 'hello'.",Emotion,2019-11-28 19:45:00,AdeleMelodyTearjerker,Facebook, #Emotion #AdeleMelodies ,30.0,60.0,UK,2019,11,28,19,"['immersed', 'in', 'the', 'soulful', 'melodies', 'of', 'adele', 'tears', 'flow', 'freely', 'moved', 'by', 'the', 'emotion', 'of', 'hello']",16
"drenched in confetti at a katy perry concert, a kaleidoscope of colors igniting the night sky.",Colorful,2020-06-22 22:00:00,KatyPerryColorExplosion,Instagram, #Colorful #KatyPerry ,22.0,45.0,USA,2020,6,22,22,"['drenched', 'in', 'confetti', 'at', 'a', 'katy', 'perry', 'concert', 'a', 'kaleidoscope', 'of', 'colors', 'igniting', 'the', 'night', 'sky']",16
"in the audience of a jay-z performance, the lyrics of 'empire state of mind' become an anthem of pride.",Pride,2017-09-10 20:15:00,JayZEmpireListener,Twitter, #Pride #JayZAnthem ,18.0,35.0,USA,2017,9,10,20,"['in', 'the', 'audience', 'of', 'a', 'jayz', 'performance', 'the', 'lyrics', 'of', 'empire', 'state', 'of', 'mind', 'become', 'an', 'anthem', 'of', 'pride']",19
"dancing to shakira's rhythmic beats, hips swaying to the hypnotic charm of 'hips don't lie'.",Hypnotic,2022-02-28 21:15:00,ShakiraHipsDancer,Facebook, #Hypnotic #ShakiraRhythms ,28.0,55.0,Colombia,2022,2,28,21,"['dancing', 'to', 'shakiras', 'rhythmic', 'beats', 'hips', 'swaying', 'to', 'the', 'hypnotic', 'charm', 'of', 'hips', 'dont', 'lie']",15
"at a u2 concert, the anthemic chords of 'with or without you' create a timeless moment of connection.",Connection,2016-05-15 19:30:00,U2ConnectionSeeker,Instagram, #Connection #U2Anthem ,25.0,50.0,Ireland,2016,5,15,19,"['at', 'a', 'u2', 'concert', 'the', 'anthemic', 'chords', 'of', 'with', 'or', 'without', 'you', 'create', 'a', 'timeless', 'moment', 'of', 'connection']",18
"rocking out at a guns n' roses show, the iconic riffs of 'sweet child o' mine' echoing in the night.",Iconic,2018-12-10 22:30:00,GunsNRosesRiffRockstar,Twitter, #Iconic #GNRConcert ,22.0,45.0,USA,2018,12,10,22,"['rocking', 'out', 'at', 'a', 'guns', 'n', 'roses', 'show', 'the', 'iconic', 'riffs', 'of', 'sweet', 'child', 'o', 'mine', 'echoing', 'in', 'the', 'night']",20
"in the crowd of an ariana grande concert, the high notes of 'into you' create a euphoric symphony.",Euphoria,2023-01-22 20:00:00,ArianaEuphoriaChaser,Facebook, #Euphoria #ArianaGrande ,35.0,70.0,USA,2023,1,22,20,"['in', 'the', 'crowd', 'of', 'an', 'ariana', 'grande', 'concert', 'the', 'high', 'notes', 'of', 'into', 'you', 'create', 'a', 'euphoric', 'symphony']",18
"swaying to the reggae vibes of bob marley's tribute concert, each chord a journey to jamaica's soul.",Journey,2020-03-05 18:45:00,MarleyReggaeTraveler,Instagram, #Journey #BobMarleyTribute ,30.0,60.0,Jamaica,2020,3,5,18,"['swaying', 'to', 'the', 'reggae', 'vibes', 'of', 'bob', 'marleys', 'tribute', 'concert', 'each', 'chord', 'a', 'journey', 'to', 'jamaicas', 'soul']",17
"captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere.",Excitement,2018-10-12 20:00:00,MovieEnthusiastPremiereAttendee,Twitter, #Excitement #MoviePremiereThrills ,40.0,80.0,USA,2018,10,12,20,"['captivated', 'by', 'the', 'spellbinding', 'plot', 'twists', 'the', 'audience', 'applauds', 'experiencing', 'a', 'rollercoaster', 'of', 'emotions', 'at', 'the', 'movie', 'premiere']",18
"as the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films.",Nostalgia,2019-06-25 22:15:00,FilmLoverNostalgiaSeeker,Instagram, #Nostalgia #ClassicFilmMoments ,35.0,70.0,UK,2019,6,25,22,"['as', 'the', 'credits', 'roll', 'a', 'profound', 'sense', 'of', 'nostalgia', 'washes', 'over', 'reminiscent', 'of', 'cherished', 'moments', 'in', 'classic', 'films']",18
"streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy.",Engagement,2020-07-08 19:30:00,WebSeriesViewerCharacterConnection,Facebook, #Engagement #WebSeriesJourney ,30.0,60.0,Canada,2020,7,8,19,"['streaming', 'the', 'latest', 'web', 'series', 'the', 'viewer', 'is', 'engrossed', 'in', 'the', 'characters', 'journey', 'feeling', 'a', 'sense', 'of', 'connection', 'and', 'empathy']",20
"at the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",Pride,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,Twitter, #Pride #IndieFilmSuccess ,22.0,45.0,Australia,2017,9,18,21,"['at', 'the', 'film', 'festival', 'the', 'indie', 'filmmakers', 'creation', 'receives', 'a', 'standing', 'ovation', 'evoking', 'pride', 'and', 'a', 'sense', 'of', 'accomplishment']",19
"watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",Touched,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,Instagram, #Touched #FamilyDramaMoments ,28.0,55.0,India,2021,1,15,18,"['watching', 'a', 'heartwarming', 'family', 'drama', 'tears', 'flow', 'freely', 'as', 'the', 'characters', 'overcome', 'challenges', 'leaving', 'the', 'viewer', 'with', 'a', 'warm', 'glow']",20
"at the oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance.",Gratitude,2016-02-28 20:30:00,AwardWinningActorOscarsRecipient,Facebook, #Gratitude #OscarWinningMoment ,18.0,35.0,USA,2016,2,28,20,"['at', 'the', 'oscars', 'the', 'actor', 'graciously', 'accepts', 'an', 'award', 'radiating', 'joy', 'and', 'gratitude', 'for', 'the', 'recognition', 'of', 'their', 'outstanding', 'performance']",20
"discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity.",Inspiration,2022-04-20 17:30:00,DocumentaryEnthusiastHiddenGemFinder,Twitter, #Inspiration #HiddenGemDiscovery ,22.0,45.0,France,2022,4,20,17,"['discovering', 'a', 'hidden', 'gem', 'in', 'the', 'world', 'of', 'documentaries', 'the', 'viewer', 'is', 'enlightened', 'and', 'inspired', 'feeling', 'a', 'renewed', 'sense', 'of', 'curiosity']",21
"as the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline.",Contemplation,2019-11-05 21:15:00,FilmBuffContemplativeViewer,Instagram, #Contemplation #DeepMeanings ,28.0,55.0,Germany,2019,11,5,21,"['as', 'the', 'movie', 'credits', 'roll', 'the', 'viewer', 'experiences', 'a', 'mix', 'of', 'awe', 'and', 'contemplation', 'pondering', 'the', 'deeper', 'meanings', 'woven', 'into', 'the', 'storyline']",22
"binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",Suspense,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,Facebook, #Suspense #CrimeSeriesThrills ,35.0,70.0,Japan,2015,7,12,22,"['bingewatching', 'a', 'thrilling', 'crime', 'series', 'the', 'suspense', 'keeps', 'the', 'viewer', 'on', 'the', 'edge', 'of', 'their', 'seat', 'creating', 'a', 'rush', 'of', 'adrenaline']",21
"as the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.",Satisfaction,2020-09-10 19:45:00,FilmCriticSatisfactionSeeker,Twitter, #Satisfaction #FulfillingEnding ,22.0,45.0,Brazil,2020,9,10,19,"['as', 'the', 'closing', 'scene', 'unfolds', 'a', 'sense', 'of', 'satisfaction', 'washes', 'over', 'completing', 'the', 'cinematic', 'journey', 'with', 'a', 'profound', 'and', 'fulfilling', 'ending']",21
"celebrating a historic victory in the world cup, the nation erupts in joy, united by the triumph of their football team.",Joy,2018-07-15 21:30:00,FootballFanWorldCupCelebration,Instagram, #Joy #WorldCupTriumph ,40.0,80.0,Brazil,2018,7,15,21,"['celebrating', 'a', 'historic', 'victory', 'in', 'the', 'world', 'cup', 'the', 'nation', 'erupts', 'in', 'joy', 'united', 'by', 'the', 'triumph', 'of', 'their', 'football', 'team']",21
"at the olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement.",Inspiration,2020-08-08 19:45:00,OlympicsEnthusiastGoldMedalWinner,Twitter, #Inspiration #OlympicAchievement ,35.0,70.0,USA,2020,8,8,19,"['at', 'the', 'olympics', 'the', 'athletes', 'perseverance', 'shines', 'through', 'earning', 'a', 'gold', 'medal', 'and', 'inspiring', 'a', 'generation', 'with', 'their', 'remarkable', 'achievement']",20
"in the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",Excitement,2019-06-25 22:15:00,CricketFanChampionshipThrills,Facebook, #Excitement #CricketChampionship ,30.0,60.0,India,2019,6,25,22,"['in', 'the', 'cricket', 'championship', 'a', 'nailbiting', 'finish', 'leaves', 'fans', 'on', 'the', 'edge', 'of', 'their', 'seats', 'experiencing', 'a', 'rollercoaster', 'of', 'emotions']",20
"witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners.",Admiration,2021-11-07 17:30:00,MarathonSpectatorRecordBreaking,Instagram, #Admiration #MarathonRecords ,22.0,45.0,Kenya,2021,11,7,17,"['witnessing', 'a', 'recordbreaking', 'marathon', 'spectators', 'are', 'filled', 'with', 'awe', 'and', 'admiration', 'for', 'the', 'endurance', 'and', 'dedication', 'of', 'the', 'runners']",19
"in the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.",Captivation,2017-09-10 20:15:00,TennisEnthusiastGrandSlamDrama,Twitter, #Captivation #TennisRivalry ,28.0,55.0,UK,2017,9,10,20,"['in', 'the', 'tennis', 'grand', 'slam', 'a', 'fierce', 'rivalry', 'unfolds', 'captivating', 'fans', 'with', 'a', 'display', 'of', 'skill', 'and', 'sportsmanship', 'on', 'the', 'world', 'stage']",22
"cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title.",Triumph,2022-06-20 21:00:00,BasketballFanUnderdogTriumph,Facebook, #Triumph #BasketballFinals ,18.0,35.0,USA,2022,6,20,21,"['cheering', 'for', 'the', 'underdog', 'in', 'the', 'basketball', 'finals', 'the', 'crowd', 'erupts', 'in', 'applause', 'as', 'the', 'team', 'defies', 'odds', 'to', 'claim', 'the', 'championship', 'title']",23
"at the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill.",Awe,2016-04-10 18:30:00,GolfEnthusiastPrecisionVictory,Instagram, #Awe #GolfVictory ,22.0,45.0,Scotland,2016,4,10,18,"['at', 'the', 'golf', 'tournament', 'the', 'golfers', 'precision', 'and', 'focus', 'lead', 'to', 'a', 'stunning', 'victory', 'leaving', 'spectators', 'in', 'awe', 'of', 'their', 'exceptional', 'skill']",22
"experiencing the thrill of a high-speed formula 1 race, fans are on the edge of their seats as drivers compete for the championship.",Thrill,2019-11-24 19:45:00,F1FanHighSpeedRaceExcitement,Twitter, #Thrill #Formula1Championship ,28.0,55.0,Germany,2019,11,24,19,"['experiencing', 'the', 'thrill', 'of', 'a', 'highspeed', 'formula', '1', 'race', 'fans', 'are', 'on', 'the', 'edge', 'of', 'their', 'seats', 'as', 'drivers', 'compete', 'for', 'the', 'championship']",23
"in the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",Determination,2015-09-28 22:30:00,CyclingEnthusiastWorldChampion,Facebook, #Determination #CyclingChampion ,35.0,70.0,Italy,2015,9,28,22,"['in', 'the', 'cycling', 'world', 'championship', 'the', 'climber', 'conquers', 'challenging', 'terrains', 'symbolizing', 'determination', 'and', 'achievement', 'against', 'all', 'odds']",17
"witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity.",Heartwarming,2020-12-12 20:00:00,HockeyFanComebackVictory,Instagram, #Heartwarming #HockeyFinalsComeback ,22.0,45.0,Canada,2020,12,12,20,"['witnessing', 'a', 'heartwarming', 'comeback', 'in', 'the', 'hockey', 'finals', 'fans', 'share', 'tears', 'of', 'joy', 'as', 'the', 'team', 'secures', 'a', 'historic', 'victory', 'after', 'adversity']",22
